country,country_code,indicator_name,indicator_code,year,value
Dominican Republic,DOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,2.05173034646244
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,96.3065793359028
Dominican Republic,DOM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,87.7003894263525
Dominican Republic,DOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2020,44.7787855135927
Dominican Republic,DOM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2020,44.0000775190469
Dominican Republic,DOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2020,48.8144407220184
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2020,1.949
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,27.6825804165948
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,65.5074489249021
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,6.80997065850313
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2020,228.3973491027225
Dominican Republic,DOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2020,1.0
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020,1.0
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,2020,1922049.0
Dominican Republic,DOM,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,58.0
Dominican Republic,DOM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,84.0
Germany,DEU,"Compulsory education, duration (years)",SE.COM.DURS,2020,13.0
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,12.69255257
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.53
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,5.3
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,89.8129
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.04146341463415
Germany,DEU,Net migration,SM.POP.NETM,2020,203468.0
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,0.0
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,100.0
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,99.2256171729146
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2020,99.9126502107578
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2020,96.8760471917282
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,13.7617263334875
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,64.3935455490144
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,21.8447281174981
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2020,238.01731875554538
Germany,DEU,Rural population,SP.RUR.TOTL,2020,18750282.0
Germany,DEU,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,91.0
Germany,DEU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,74.0
Italy,ITA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,2300.0
Italy,ITA,"Compulsory education, duration (years)",SE.COM.DURS,2020,12.0
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,9.63
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.24
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,4.2
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,70.4834
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,82.19512195121952
Italy,ITA,Net migration,SM.POP.NETM,2020,85281.0
Italy,ITA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2020,6.56
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,0.0
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,99.9170340740928
Italy,ITA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,99.8851587287766
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2020,92.9673571734084
Italy,ITA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2020,79.0230000842319
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2020,3.997
Italy,ITA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,12.8259753776361
Italy,ITA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,63.7947913907968
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,23.379233231567
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2020,200.99910049134814
Italy,ITA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020,0.2
Italy,ITA,Rural population,SP.RUR.TOTL,2020,17214086.0
Italy,ITA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,87.0
Mexico,MEX,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,19000.0
Mexico,MEX,"Compulsory education, duration (years)",SE.COM.DURS,2020,14.0
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.905
Mexico,MEX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,23.0
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,71.4902
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,70.133
Mexico,MEX,Net migration,SM.POP.NETM,2020,-147456.0
Mexico,MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,0.519236599068691
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,99.3687045328802
Mexico,MEX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,91.3853355718832
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2020,42.8921018203856
Mexico,MEX,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2020,57.5235330882718
Mexico,MEX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2020,93.2103783677687
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,25.9842947015035
Mexico,MEX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,66.5296254239814
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,7.48607987451515
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2020,65.22752848581496
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020,0.4
Mexico,MEX,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,2020,8.1
Mexico,MEX,Rural population,SP.RUR.TOTL,2020,24432910.0
Mexico,MEX,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,62.0
Mexico,MEX,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,71.0
Panama,PAN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,1300.0
Panama,PAN,"Compulsory education, duration (years)",SE.COM.DURS,2020,11.0
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,2.344
Panama,PAN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,33.0
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,72.61
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,76.657
Panama,PAN,Net migration,SM.POP.NETM,2020,5473.0
Panama,PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,4.19322889025193
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,94.3957926093894
Panama,PAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,84.5738526161686
Panama,PAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,26.389881723939
Panama,PAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,65.316702152513
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,8.29341612354804
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2020,57.876260447559986
Panama,PAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020,1.0
Panama,PAN,Rural population,SP.RUR.TOTL,2020,1356069.0
Panama,PAN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,80.0
Panama,PAN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,79.0
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,2020,12.0
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,18.75621986
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.6415
United States,USA,Gini index,SI.POV.GINI,2020,39.7
United States,USA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,2.3
United States,USA,Income share held by highest 10%,SI.DST.10TH.10,2020,29.1
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,96.5768
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,76.98048780487805
United States,USA,Net migration,SM.POP.NETM,2020,329769.0
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2020,12.47
United States,USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,0.0
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,99.8204215151458
United States,USA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,99.6662736189595
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2020,97.1649574893557
United States,USA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2020,97.0896575350512
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,18.3928572241369
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,65.5352308319268
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,16.0719119439363
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2020,36.24267093890955
United States,USA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2020,0.2
United States,USA,Rural population,SP.RUR.TOTL,2020,57473509.0
United States,USA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,87.0
United States,USA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,74.0
Uruguay,URY,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,1000.0
Uruguay,URY,"Compulsory education, duration (years)",SE.COM.DURS,2020,14.0
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.477
Uruguay,URY,Gini index,SI.POV.GINI,2020,40.2
Uruguay,URY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2020,33.0
Uruguay,URY,Income share held by highest 10%,SI.DST.10TH.10,2020,29.9
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,85.471
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,78.43
Uruguay,URY,Net migration,SM.POP.NETM,2020,-1482.0
Uruguay,URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2020,0.21419510799371
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2020,99.4957570735158
Uruguay,URY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2020,98.054528854659
Uruguay,URY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2020,19.8076445556416
Uruguay,URY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2020,64.866512423771
Uruguay,URY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2020,15.3258430205874
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2020,19.420454805165125
Uruguay,URY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2020,0.2
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2020,0.6
Uruguay,URY,Rural population,SP.RUR.TOTL,2020,152444.0
Uruguay,URY,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2020,87.0
Uruguay,URY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2020,72.0
Brazil,BRA,"Compulsory education, duration (years)",SE.COM.DURS,2021,14.0
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.641
Brazil,BRA,Gini index,SI.POV.GINI,2021,52.9
Brazil,BRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,48.0
Brazil,BRA,Income share held by highest 10%,SI.DST.10TH.10,2021,41.6
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,80.6899
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,72.75
Brazil,BRA,Net migration,SM.POP.NETM,2021,-208581.0
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.0944484770227521
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,99.5894010970371
Brazil,BRA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,90.8109852394536
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,86.644033115994
Brazil,BRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,49.5515086694254
Brazil,BRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,20.4706372304111
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,69.6182628596073
Brazil,BRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,9.91109990998152
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2021,25.071402728358223
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2021,5.8
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.6
Brazil,BRA,Rural population,SP.RUR.TOTL,2021,26577264.0
Brazil,BRA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,79.0
Brazil,BRA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,65.0
Chile,CHL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,4400.0
Chile,CHL,"Compulsory education, duration (years)",SE.COM.DURS,2021,12.0
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,9.34327984
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.537
Chile,CHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,16.0
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,88.8045
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,78.944
Chile,CHL,Net migration,SM.POP.NETM,2021,65480.0
Chile,CHL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2021,4.601
Chile,CHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.0
Chile,CHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,100.0
Chile,CHL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,100.0
Chile,CHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,98.7713676396397
Chile,CHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,95.2920244547787
Chile,CHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2021,2.973
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,18.0965848962091
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,68.9469814817118
Chile,CHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,12.9564336220791
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2021,26.167446727242407
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.6
Chile,CHL,Rural population,SP.RUR.TOTL,2021,2370365.0
Chile,CHL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,87.0
Chile,CHL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,74.0
Colombia,COL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,8600.0
Colombia,COL,"Compulsory education, duration (years)",SE.COM.DURS,2021,12.0
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.717
Colombia,COL,Gini index,SI.POV.GINI,2021,55.1
Colombia,COL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,41.0
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,2021,43.7
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,73.0284
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,72.83
Colombia,COL,Net migration,SM.POP.NETM,2021,199070.0
Colombia,COL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,2.61086357250936
Colombia,COL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,97.3938172969202
Colombia,COL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,93.8726777763574
Colombia,COL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,73.7198955424508
Colombia,COL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,18.3074560277274
Colombia,COL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2021,70.0130213605058
Colombia,COL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,21.2984499241802
Colombia,COL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,69.9880002555668
Colombia,COL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,8.71354982025291
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2021,46.13625326723749
Colombia,COL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2021,7.3
Colombia,COL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.5
Colombia,COL,Rural population,SP.RUR.TOTL,2021,9346960.0
Colombia,COL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,65.0
Colombia,COL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,73.0
Dominican Republic,DOM,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,3800.0
Dominican Republic,DOM,"Compulsory education, duration (years)",SE.COM.DURS,2021,15.0
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,2.273
Dominican Republic,DOM,Gini index,SI.POV.GINI,2021,38.5
Dominican Republic,DOM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,42.0
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,2021,30.2
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,85.243
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,72.615
Dominican Republic,DOM,Net migration,SM.POP.NETM,2021,-17957.0
Dominican Republic,DOM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2021,2.018
Dominican Republic,DOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,1.93923267520955
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,96.7046144512381
Dominican Republic,DOM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,88.1932241226555
Dominican Republic,DOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,44.8626582257639
Dominican Republic,DOM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,43.5646980049231
Dominican Republic,DOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2021,48.2114397000082
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2021,2.03
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,27.4364069035797
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,65.5342478167008
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,7.02934527971945
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2021,230.78699083489323
Dominican Republic,DOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2021,0.9
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,1.0
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,2021,1867298.0
Dominican Republic,DOM,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,72.0
Dominican Republic,DOM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,82.0
Germany,DEU,"Compulsory education, duration (years)",SE.COM.DURS,2021,13.0
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,12.93412971
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.58
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,5.0
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,91.4306
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,80.79024390243903
Germany,DEU,Net migration,SM.POP.NETM,2021,310264.0
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.0
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,100.0
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,99.2258922058797
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,99.9160427536765
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,96.8824891248943
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,13.8577309430111
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,64.007731691245
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,22.1345373657439
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2021,238.11808580669165
Germany,DEU,Rural population,SP.RUR.TOTL,2021,18682511.0
Germany,DEU,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,91.0
Germany,DEU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,67.0
Italy,ITA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,2000.0
Italy,ITA,"Compulsory education, duration (years)",SE.COM.DURS,2021,12.0
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,9.38
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.25
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,4.6
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,74.8623
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,82.64634146341464
Italy,ITA,Net migration,SM.POP.NETM,2021,157327.0
Italy,ITA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2021,6.487
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.0
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,99.9170340740928
Italy,ITA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,99.8850967615747
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,92.7105575597704
Italy,ITA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,79.0270957158613
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2021,4.097
Italy,ITA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,12.6146793829164
Italy,ITA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,63.7233470647178
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,23.6619735523658
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2021,199.9654162594643
Italy,ITA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.2
Italy,ITA,Rural population,SP.RUR.TOTL,2021,16944019.0
Italy,ITA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,87.0
Mexico,MEX,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,19000.0
Mexico,MEX,"Compulsory education, duration (years)",SE.COM.DURS,2021,14.0
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.822
Mexico,MEX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,25.0
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,75.6265
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,70.213
Mexico,MEX,Net migration,SM.POP.NETM,2021,-122791.0
Mexico,MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.152016608060137
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,99.5400027130721
Mexico,MEX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,91.9871311173379
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,42.9660419911967
Mexico,MEX,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,60.0247240420464
Mexico,MEX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2021,93.5755964703008
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,25.6612568545109
Mexico,MEX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,66.7529844097424
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,7.58575873574664
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2021,65.66431646904499
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.4
Mexico,MEX,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,2021,7.2
